Country, Variable, Unit, Symbol, "2020"
Japan, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 214.67
Japan, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 55.42
Japan, SDG 6.4.2. Water Stress, %, E, 36.05
Japan, Total freshwater withdrawal, 10^9 m3/year, I, 78.4
Japan, Total water withdrawal, 10^9 m3/year, I, 78.4
Japan, Total water withdrawal per capita, m3/inhab/year, E, 619.88
Japan, Treated municipal wastewater, 10^9 m3/year, I, 11.56
Japan, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 11.37
Japan, Water withdrawal for aquaculture, 10^9 m3/year, I, 8.2
Japan, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.4
Jordan, Agricultural water withdrawal, 10^9 m3/year, I, 0.57
Jordan, Agricultural water withdrawal as % of total renewable water resources, %, E, 60.9
Jordan, Agricultural water withdrawal as % of total water withdrawal, %, I, 51.65
Jordan, Area equipped for irrigation by direct use of not treated municipal wastewater, 1000 ha, I, 0.67
Jordan, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 3.7
Jordan, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.15
Jordan, Collected municipal wastewater, 10^9 m3/year, I, 0.12
Jordan, Desalinated water produced, 10^9 m3/year, I, 0.14
Jordan, Direct use of agricultural drainage water, 10^9 m3/year, I, 
Jordan, Direct use of treated municipal wastewater, 10^9 m3/year, I, 0.16
Jordan, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.1
Jordan, Environmental Flow Requirements, 10^9 m3/year, I, 0.03
Jordan, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.6
Jordan, Fresh surface water withdrawal, 10^9 m3/year, I, 0.34
Jordan, Industrial water withdrawal, 10^9 m3/year, I, 0.04
Jordan, Industrial water withdrawal as % of total water withdrawal, %, I, 3.34
Jordan, Irrigation water requirement, 10^9 m3/year, I, 0.3
Jordan, Irrigation water withdrawal, 10^9 m3/year, I, 0.56
Jordan, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 100.52
Jordan, Municipal water withdrawal, 10^9 m3/year, I, 0.5
Jordan, Municipal water withdrawal as % of total withdrawal, %, I, 45.02
Jordan, Not treated municipal wastewater, 10^9 m3/year, I, 0.1
Jordan, Number of municipal wastewater treatment facilities, , I, 32
Jordan, Produced municipal wastewater, 10^9 m3/year, I, 0.18
Jordan, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 245.35
Jordan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 1.49
Jordan, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 52.48
Jordan, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 32.58
Jordan, SDG 6.4.2. Water Stress, %, E, 104.31
Jordan, Total freshwater withdrawal, 10^9 m3/year, I, 0.94
Jordan, Total water withdrawal, 10^9 m3/year, I, 1.1
Jordan, Total water withdrawal per capita, m3/inhab/year, E, 108.29
Jordan, Treated municipal wastewater, 10^9 m3/year, I, 0.18
Jordan, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.01
Jordan, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.01
Kazakhstan, Agricultural water withdrawal, 10^9 m3/year, , 15.4
Kazakhstan, Agricultural water withdrawal as % of total renewable water resources, %, E, 14.21
Kazakhstan, Agricultural water withdrawal as % of total water withdrawal, %, E, 62.69
Kazakhstan, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 46.26
Kazakhstan, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.36
Kazakhstan, Collected municipal wastewater, 10^9 m3/year, , 0.69
Kazakhstan, Desalinated water produced, 10^9 m3/year, , 0.02
Kazakhstan, Direct use of agricultural drainage water, 10^9 m3/year, , 0.1
Kazakhstan, Direct use of treated municipal wastewater, 10^9 m3/year, , 0.09
Kazakhstan, Direct use of treated municipal wastewater, 10^9 m3/year, E, 0.09
Kazakhstan, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.05
Kazakhstan, Environmental Flow Requirements, 10^9 m3/year, I, 36.31
Kazakhstan, Fresh groundwater withdrawal, 10^9 m3/year, , 1
Kazakhstan, Fresh surface water withdrawal, 10^9 m3/year, , 23.59
Kazakhstan, Industrial water withdrawal, 10^9 m3/year, , 4.54
Kazakhstan, Industrial water withdrawal as % of total water withdrawal, %, E, 18.49
Kazakhstan, Irrigation water requirement, 10^9 m3/year, I, 6.45
Kazakhstan, Irrigation water withdrawal, 10^9 m3/year, , 12.29
Kazakhstan, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 22.68
Kazakhstan, Municipal water withdrawal, 10^9 m3/year, , 4.62
Kazakhstan, Municipal water withdrawal as % of total withdrawal, %, E, 18.82
Kazakhstan, Number of municipal wastewater treatment facilities, , I, 65
Kazakhstan, Produced municipal wastewater, 10^9 m3/year, I, 0.33
Kazakhstan, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 14.19
Kazakhstan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.05
Kazakhstan, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 25.33
Kazakhstan, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 7.42
Kazakhstan, SDG 6.4.2. Water Stress, %, E, 34.1
Kazakhstan, Total freshwater withdrawal, 10^9 m3/year, , 24.59
Kazakhstan, Total water withdrawal, 10^9 m3/year, , 24.56
Kazakhstan, Total water withdrawal per capita, m3/inhab/year, E, 1308.22
Kazakhstan, Treated municipal wastewater, 10^9 m3/year, , 0.58
Kazakhstan, Water withdrawal for aquaculture, 10^9 m3/year, , 0.02
Kazakhstan, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 3.09
Kenya, Agricultural water withdrawal, 10^9 m3/year, I, 3.23
Kenya, Agricultural water withdrawal as % of total renewable water resources, %, I, 10.53
Kenya, Agricultural water withdrawal as % of total water withdrawal, %, I, 80.21
Kenya, Area equipped for irrigation by direct use of not treated municipal wastewater, 1000 ha, I, 2
Kenya, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.13
Kenya, Environmental Flow Requirements, 10^9 m3/year, I, 18.57
Kenya, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.53
Kenya, Fresh surface water withdrawal, 10^9 m3/year, I, 3.51
Kenya, Industrial water withdrawal, 10^9 m3/year, I, 0.3
Kenya, Industrial water withdrawal as % of total water withdrawal, %, I, 7.51
Kenya, Irrigation water requirement, 10^9 m3/year, I, 0.49
Kenya, Irrigation water withdrawal, 10^9 m3/year, I, 0.46
Kenya, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 13.13
Kenya, Municipal water withdrawal, 10^9 m3/year, I, 0.49
Kenya, Municipal water withdrawal as % of total withdrawal, %, I, 12.28
Kenya, Number of municipal wastewater treatment facilities, , I, 27
Kenya, Produced municipal wastewater, 10^9 m3/year, I, 0.08
Kenya, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 42.4
Kenya, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.19
Kenya, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 94.23
Kenya, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 14.9
Kenya, SDG 6.4.2. Water Stress, %, E, 33.24
Kenya, Total freshwater withdrawal, 10^9 m3/year, I, 4.03
Kenya, Total water withdrawal, 10^9 m3/year, I, 4.03
Kenya, Total water withdrawal per capita, m3/inhab/year, E, 74.98
Kenya, Treated municipal wastewater, 10^9 m3/year, I, 0.04
Kenya, Water withdrawal for aquaculture, 10^9 m3/year, I, 0.04
Kenya, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.26
Kuwait, Agricultural water withdrawal, 10^9 m3/year, I, 0.78
Kuwait, Agricultural water withdrawal as % of total renewable water resources, %, I, 3892
Kuwait, Agricultural water withdrawal as % of total water withdrawal, %, E, 62.27
Kuwait, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 9
Kuwait, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.3
Kuwait, Collected municipal wastewater, 10^9 m3/year, I, 0.32
Kuwait, Desalinated water produced, 10^9 m3/year, I, 0.42
Kuwait, Direct use of treated municipal wastewater, 10^9 m3/year, I, 0.08
Kuwait, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.28
Kuwait, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.77
Kuwait, Fresh surface water withdrawal, 10^9 m3/year, I, 
Kuwait, Industrial water withdrawal, 10^9 m3/year, I, 0.02
Kuwait, Industrial water withdrawal as % of total water withdrawal, %, E, 1.86
Kuwait, Irrigation water requirement, 10^9 m3/year, I, 0.12
Kuwait, Irrigation water withdrawal, 10^9 m3/year, I, 0.78
Kuwait, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 3850.5
Kuwait, Municipal water withdrawal, 10^9 m3/year, I, 0.45
Kuwait, Municipal water withdrawal as % of total withdrawal, %, E, 35.86
Kuwait, Not treated municipal wastewater, 10^9 m3/year, I, 0.08
Kuwait, Number of municipal wastewater treatment facilities, , I, 6
Kuwait, Produced municipal wastewater, 10^9 m3/year, I, 0.29
Kuwait, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 1932.33
Kuwait, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.61
Kuwait, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 166.04
Kuwait, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 95.95
Kuwait, SDG 6.4.2. Water Stress, %, E, 3850.5
Kuwait, Total freshwater withdrawal, 10^9 m3/year, E, 0.77
Kuwait, Total water withdrawal, 10^9 m3/year, E, 1.25
Kuwait, Total water withdrawal per capita, m3/inhab/year, E, 292.7
Kuwait, Treated municipal wastewater, 10^9 m3/year, I, 0.29
Kuwait, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.07
Kuwait, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.17
Kyrgyzstan, Agricultural water withdrawal, 10^9 m3/year, I, 7.1
Kyrgyzstan, Agricultural water withdrawal as % of total renewable water resources, %, I, 30.06
Kyrgyzstan, Agricultural water withdrawal as % of total water withdrawal, %, E, 92.69
Kyrgyzstan, Direct use of agricultural drainage water, 10^9 m3/year, I, 0.3
Kyrgyzstan, Direct use of treated municipal wastewater, 10^9 m3/year, I, 
Kyrgyzstan, Environmental Flow Requirements, 10^9 m3/year, I, 8.22
Kyrgyzstan, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.31
Kyrgyzstan, Fresh surface water withdrawal, 10^9 m3/year, I, 7.4
Kyrgyzstan, Industrial water withdrawal, 10^9 m3/year, I, 0.34
Kyrgyzstan, Industrial water withdrawal as % of total water withdrawal, %, E, 4.39
Kyrgyzstan, Irrigation water requirement, 10^9 m3/year, I, 2.92
Kyrgyzstan, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 32.63
Kyrgyzstan, Municipal water withdrawal, 10^9 m3/year, I, 0.22
Kyrgyzstan, Municipal water withdrawal as % of total withdrawal, %, E, 2.92
Kyrgyzstan, Produced municipal wastewater, 10^9 m3/year, I, 0.07
Kyrgyzstan, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 5.8
Kyrgyzstan, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.12
Kyrgyzstan, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 16.85
Kyrgyzstan, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 0.86
Kyrgyzstan, SDG 6.4.2. Water Stress, %, E, 50.04
Kyrgyzstan, Total freshwater withdrawal, 10^9 m3/year, I, 7.71
Kyrgyzstan, Total water withdrawal, 10^9 m3/year, E, 7.66
Kyrgyzstan, Total water withdrawal per capita, m3/inhab/year, E, 1174.09
Kyrgyzstan, Treated municipal wastewater, 10^9 m3/year, I, 
Kyrgyzstan, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 
Kyrgyzstan, Water withdrawal for aquaculture, 10^9 m3/year, I, 0.01
Lao People's Democratic Republic, Agricultural water withdrawal, 10^9 m3/year, I, 7.05
Lao People's Democratic Republic, Agricultural water withdrawal as % of total renewable water resources, %, E, 2.11
Lao People's Democratic Republic, Agricultural water withdrawal as % of total water withdrawal, %, E, 95.92
Lao People's Democratic Republic, Collected municipal wastewater, 10^9 m3/year, I, 0.55
Lao People's Democratic Republic, Environmental Flow Requirements, 10^9 m3/year, I, 180.1
Lao People's Democratic Republic, Industrial water withdrawal, 10^9 m3/year, I, 0.17
Lao People's Democratic Republic, Industrial water withdrawal as % of total water withdrawal, %, E, 2.31
Lao People's Democratic Republic, Irrigation water requirement, 10^9 m3/year, I, 1.52
Lao People's Democratic Republic, Irrigation water withdrawal, 10^9 m3/year, I, 6.58
Lao People's Democratic Republic, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 2.2
Lao People's Democratic Republic, Municipal water withdrawal, 10^9 m3/year, I, 0.13
Lao People's Democratic Republic, Municipal water withdrawal as % of total withdrawal, %, E, 1.77
Lao People's Democratic Republic, Produced municipal wastewater, 10^9 m3/year, I, 0.08
Lao People's Democratic Republic, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 24.17
Lao People's Democratic Republic, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.17
Lao People's Democratic Republic, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 75.11
Lao People's Democratic Republic, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 2.05
Lao People's Democratic Republic, SDG 6.4.2. Water Stress, %, E, 4.79
Lao People's Democratic Republic, Total freshwater withdrawal, 10^9 m3/year, E, 7.35
Lao People's Democratic Republic, Total water withdrawal, 10^9 m3/year, E, 7.35
Lao People's Democratic Republic, Total water withdrawal per capita, m3/inhab/year, E, 1010.23
Lao People's Democratic Republic, Treated municipal wastewater, 10^9 m3/year, I, 
Lao People's Democratic Republic, Water withdrawal for aquaculture, 10^9 m3/year, I, 0.44
Latvia, Agricultural water withdrawal, 10^9 m3/year, , 0.06
Latvia, Agricultural water withdrawal as % of total renewable water resources, %, E, 0.16
Latvia, Agricultural water withdrawal as % of total water withdrawal, %, E, 30.53
Latvia, Collected municipal wastewater, 10^9 m3/year, , 0.1
Latvia, Desalinated water produced, 10^9 m3/year, , 
Latvia, Direct use of agricultural drainage water, 10^9 m3/year, , 
Latvia, Direct use of treated municipal wastewater, 10^9 m3/year, , 
Latvia, Direct use of treated municipal wastewater, 10^9 m3/year, E, 
Latvia, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 
Latvia, Environmental Flow Requirements, 10^9 m3/year, I, 17.97
Latvia, Fresh groundwater withdrawal, 10^9 m3/year, , 0.08
Latvia, Fresh surface water withdrawal, 10^9 m3/year, , 0.1
Latvia, Industrial water withdrawal, 10^9 m3/year, , 0.04
Latvia, Industrial water withdrawal as % of total water withdrawal, %, E, 20.53
Latvia, Irrigation water requirement, 10^9 m3/year, I, 0.04
Latvia, Irrigation water withdrawal, 10^9 m3/year, , 
Latvia, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 0.52
Latvia, Municipal water withdrawal, 10^9 m3/year, , 0.09
Latvia, Municipal water withdrawal as % of total withdrawal, %, E, 48.93
Latvia, Not treated municipal wastewater, 10^9 m3/year, I, 0.1
Latvia, Number of municipal wastewater treatment facilities, , I, 648
Latvia, Produced municipal wastewater, 10^9 m3/year, , 0.1
Latvia, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 138.18
Latvia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.03
Latvia, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 219.09
Latvia, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 135.59
Latvia, SDG 6.4.2. Water Stress, %, E, 1.07
Latvia, Total freshwater withdrawal, 10^9 m3/year, , 0.18
Latvia, Total water withdrawal, 10^9 m3/year, , 0.18
Latvia, Total water withdrawal per capita, m3/inhab/year, E, 96.07
Latvia, Treated municipal wastewater, 10^9 m3/year, , 0.1
Latvia, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.12
Latvia, Water withdrawal for aquaculture, 10^9 m3/year, , 0.05
Latvia, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, , 
Latvia, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, , 
Lebanon, Agricultural water withdrawal, 10^9 m3/year, I, 0.7
Lebanon, Agricultural water withdrawal as % of total renewable water resources, %, I, 15.55
Lebanon, Agricultural water withdrawal as % of total water withdrawal, %, I, 38.04
Lebanon, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 3
Lebanon, Collected municipal wastewater, 10^9 m3/year, I, 0.1
Lebanon, Desalinated water produced, 10^9 m3/year, I, 0.05
Lebanon, Direct use of agricultural drainage water, 10^9 m3/year, I, 0.03
Lebanon, Direct use of treated municipal wastewater, 10^9 m3/year, I, 
Lebanon, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 
Lebanon, Environmental Flow Requirements, 10^9 m3/year, I, 1.42
Lebanon, Fresh groundwater withdrawal, 10^9 m3/year, I, 1.16
Lebanon, Fresh surface water withdrawal, 10^9 m3/year, I, 0.65
Lebanon, Industrial water withdrawal, 10^9 m3/year, I, 0.9
Lebanon, Industrial water withdrawal as % of total water withdrawal, %, I, 48.91
Lebanon, Irrigation water requirement, 10^9 m3/year, I, 0.53
Lebanon, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 40.24
Lebanon, Municipal water withdrawal, 10^9 m3/year, I, 0.24
Lebanon, Municipal water withdrawal as % of total withdrawal, %, I, 13.04
Lebanon, Not treated municipal wastewater, 10^9 m3/year, I, 0.19
Lebanon, Number of municipal wastewater treatment facilities, , I, 3
Lebanon, Produced municipal wastewater, 10^9 m3/year, I, 0.31
Lebanon, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 2.15
Lebanon, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 1.22
Lebanon, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 128.78
Lebanon, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 18.31
Lebanon, SDG 6.4.2. Water Stress, %, E, 58.79
Lebanon, Total freshwater withdrawal, 10^9 m3/year, I, 1.81
Lebanon, Total water withdrawal, 10^9 m3/year, I, 1.84
Lebanon, Total water withdrawal per capita, m3/inhab/year, E, 269.58
Lebanon, Treated municipal wastewater, 10^9 m3/year, I, 0.06
Lebanon, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 
Lesotho, Agricultural water withdrawal, 10^9 m3/year, I, 
Lesotho, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.13
Lesotho, Agricultural water withdrawal as % of total water withdrawal, %, E, 8.68
Lesotho, Environmental Flow Requirements, 10^9 m3/year, I, 1.31
Lesotho, Industrial water withdrawal, 10^9 m3/year, I, 0.02
Lesotho, Industrial water withdrawal as % of total water withdrawal, %, E, 45.66
Lesotho, Irrigation water requirement, 10^9 m3/year, I, 
Lesotho, Irrigation water withdrawal, 10^9 m3/year, I, 
Lesotho, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 1.45
Lesotho, Municipal water withdrawal, 10^9 m3/year, I, 0.02
Lesotho, Municipal water withdrawal as % of total withdrawal, %, E, 45.66
Lesotho, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 34.3
Lesotho, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.02
Lesotho, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 60.75
Lesotho, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 43.4
Lesotho, SDG 6.4.2. Water Stress, %, E, 2.57
Lesotho, Total freshwater withdrawal, 10^9 m3/year, E, 0.04
Lesotho, Total water withdrawal, 10^9 m3/year, E, 0.04
Lesotho, Total water withdrawal per capita, m3/inhab/year, E, 20.45
Liberia, Agricultural water withdrawal, 10^9 m3/year, I, 0.01
Liberia, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.01
Liberia, Agricultural water withdrawal as % of total water withdrawal, %, E, 8.43
Liberia, Environmental Flow Requirements, 10^9 m3/year, I, 176.8
Liberia, Industrial water withdrawal, 10^9 m3/year, I, 0.05
Liberia, Industrial water withdrawal as % of total water withdrawal, %, E, 36.6
Liberia, Irrigation water requirement, 10^9 m3/year, I, 
Liberia, Irrigation water withdrawal, 10^9 m3/year, I, 0.01
Liberia, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 0.06
Liberia, Municipal water withdrawal, 10^9 m3/year, I, 0.08
Liberia, Municipal water withdrawal as % of total withdrawal, %, E, 54.97
Liberia, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 3.6
Liberia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.04
Liberia, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 5.36
Liberia, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 4.27
Liberia, SDG 6.4.2. Water Stress, %, E, 0.26
Liberia, Total freshwater withdrawal, 10^9 m3/year, E, 0.15
Liberia, Total water withdrawal, 10^9 m3/year, E, 0.15
Liberia, Total water withdrawal per capita, m3/inhab/year, E, 28.85
Libya, Agricultural water withdrawal, 10^9 m3/year, I, 4.85
Libya, Agricultural water withdrawal as % of total renewable water resources, %, I, 692.86
Libya, Agricultural water withdrawal as % of total water withdrawal, %, I, 83.19
Libya, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 2.9
Libya, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.07
Libya, Collected municipal wastewater, 10^9 m3/year, I, 0.17
Libya, Desalinated water produced, 10^9 m3/year, I, 0.07
Libya, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 0.04
Libya, Fresh groundwater withdrawal, 10^9 m3/year, I, 5.55
Libya, Fresh surface water withdrawal, 10^9 m3/year, I, 0.17
Libya, Industrial water withdrawal, 10^9 m3/year, I, 0.28
Libya, Industrial water withdrawal as % of total water withdrawal, %, I, 4.8
Libya, Irrigation water requirement, 10^9 m3/year, I, 1.83
Libya, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 817.14
Libya, Municipal water withdrawal, 10^9 m3/year, I, 0.7
Libya, Municipal water withdrawal as % of total withdrawal, %, I, 12.01
Libya, Not treated municipal wastewater, 10^9 m3/year, I, 0.51
Libya, Number of municipal wastewater treatment facilities, , I, 79
Libya, Produced municipal wastewater, 10^9 m3/year, I, 0.5
Libya, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 27.37
Libya, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.07
Libya, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 17.99
Libya, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 3.53
Libya, SDG 6.4.2. Water Stress, %, I, 817.14
Libya, Total freshwater withdrawal, 10^9 m3/year, I, 5.72
Libya, Total water withdrawal, 10^9 m3/year, I, 5.83
Libya, Total water withdrawal per capita, m3/inhab/year, E, 848.46
Libya, Treated municipal wastewater, 10^9 m3/year, I, 0.04
Liechtenstein, Municipal water withdrawal, 10^9 m3/year, I, 0.01
Liechtenstein, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 459.92
Liechtenstein, Treated municipal wastewater, 10^9 m3/year, I, 0.01
Lithuania, Agricultural water withdrawal, 10^9 m3/year, I, 0.06
Lithuania, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.23
Lithuania, Agricultural water withdrawal as % of total water withdrawal, %, I, 22.46
Lithuania, Collected municipal wastewater, 10^9 m3/year, I, 0.2
Lithuania, Desalinated water produced, 10^9 m3/year, I, 
Lithuania, Direct use of agricultural drainage water, 10^9 m3/year, I, 
Lithuania, Direct use of treated municipal wastewater, 10^9 m3/year, I, 
Lithuania, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 
Lithuania, Environmental Flow Requirements, 10^9 m3/year, I, 10.63
Lithuania, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.15
Lithuania, Fresh surface water withdrawal, 10^9 m3/year, I, 0.11
Lithuania, Industrial water withdrawal, 10^9 m3/year, I, 0.06
Lithuania, Industrial water withdrawal as % of total water withdrawal, %, I, 23.73
Lithuania, Irrigation water requirement, 10^9 m3/year, I, 
Lithuania, Irrigation water withdrawal, 10^9 m3/year, I, 
Lithuania, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 1.04
Lithuania, Municipal water withdrawal, 10^9 m3/year, I, 0.14
Lithuania, Municipal water withdrawal as % of total withdrawal, %, I, 53.81
Lithuania, Number of municipal wastewater treatment facilities, , I, 561
Lithuania, Produced municipal wastewater, 10^9 m3/year, I, 0.22
Lithuania, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 179.46
Lithuania, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.05
Lithuania, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 225.05
Lithuania, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 163.69
Lithuania, SDG 6.4.2. Water Stress, %, E, 1.83
Lithuania, Total freshwater withdrawal, 10^9 m3/year, I, 0.25
Lithuania, Total water withdrawal, 10^9 m3/year, I, 0.25
Lithuania, Total water withdrawal per capita, m3/inhab/year, E, 93.45
Lithuania, Treated municipal wastewater, 10^9 m3/year, I, 0.16
Lithuania, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 0.12
Lithuania, Water withdrawal for aquaculture, 10^9 m3/year, I, 0.05
Lithuania, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 0.02
Lithuania, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 
Luxembourg, Agricultural water withdrawal, 10^9 m3/year, , 
Luxembourg, Agricultural water withdrawal as % of total renewable water resources, %, E, 
Luxembourg, Agricultural water withdrawal as % of total water withdrawal, %, E, 
Luxembourg, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 
Luxembourg, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.05
Luxembourg, Collected municipal wastewater, 10^9 m3/year, I, 0.04
Luxembourg, Desalinated water produced, 10^9 m3/year, , 
Luxembourg, Direct use of agricultural drainage water, 10^9 m3/year, , 
Luxembourg, Direct use of treated municipal wastewater, 10^9 m3/year, , 
Luxembourg, Direct use of treated municipal wastewater, 10^9 m3/year, E, 
Luxembourg, Environmental Flow Requirements, 10^9 m3/year, I, 2.29
Luxembourg, Fresh groundwater withdrawal, 10^9 m3/year, , 0.02
Luxembourg, Fresh surface water withdrawal, 10^9 m3/year, , 0.02
Luxembourg, Industrial water withdrawal, 10^9 m3/year, , 
Luxembourg, Industrial water withdrawal as % of total water withdrawal, %, E, 
Luxembourg, Irrigation water withdrawal, 10^9 m3/year, I, 
Luxembourg, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 1.37
Luxembourg, Municipal water withdrawal, 10^9 m3/year, , 0.05
Luxembourg, Municipal water withdrawal as % of total withdrawal, %, E, 100
Luxembourg, Number of municipal wastewater treatment facilities, , I, 251
Luxembourg, Produced municipal wastewater, 10^9 m3/year, I, 0.02
